2
254

99
0.0380603
0.188997
0.77883	0.639103
0.884435	0.108775
0.322181	0.864695
0.568978	0.271639
0.775354	0.844103
0.0294479	0.432098
0.059377	0.814554
0.899286	0.449703
0.542974	0.89082
0.575462	0.622129
0.197921	0.935731
0.64993	0.958087
0.915237	0.767058
0.293739	0.985058
0.292142	0.572164
0.474627	0.661241
0.841092	0.208639
0.173622	0.674971
0.465089	0.328154
0.769798	0.439607
0.356502	0.484596
0.744864	0.0151698
0.824207	0.740769
0.834667	0.539187
0.974448	0.869564
0.855075	0.994958
0.563064	0.520331
0.593358	0.376541
0.414297	0.57083
0.137145	0.413534
0.312514	0.130268
0.476312	0.0637798
0.0977078	0.517044
0.0549552	0.971649
0.659649	0.469043
0.743112	0.195502
0.0100799	0.616277
0.00834882	0.718153
0.695725	0.781052
0.281228	0.326672
0.0898007	0.314764
0.163313	0.187829
0.640259	0.184455
0.440692	0.863421
0.411384	0.712128
0.568157	0.797151
0.540136	0.171344
0.150164	0.775594
0.831146	0.364046
0.261721	0.435976
0.597441	0.0634308
0.371029	0.0800415
0.440595	0.233753
0.445559	0.985938
0.417621	0.422181
0.156924	0.0127338
0.247268	0.729688
0.00641526	0.334874
0.261074	0.0718315
0.561971	0.96649
0.872894	0.662141
0.110225	0.887844
0.778641	0.298219
0.319923	0.672428
0.511579	0.424112
0.878263	0.857886
0.0021625	0.169953
0.664744	0.598632
0.600205	0.712543
0.183339	0.598369
0.970269	0.0531501
0.919946	0.556033
0.0522454	0.0899554
0.664768	0.286007
0.255264	0.227544
0.203194	0.497991
0.180151	0.315733
0.0793434	0.656003
0.351109	0.249179
0.67133	0.878556
0.945172	0.225976
0.931144	0.347043
0.33698	0.380205
0.79033	0.109698
0.472427	0.786315
0.663174	0.101838
0.221349	0.828796
0.345801	0.774983
0.14612	0.101392
0.431474	0.157882
0.997979	0.534731
0.807482	0.933624
0.483921	0.528277
0.952671	0.953216
0.700737	0.699461
0.733409	0.538317
0.380185	0.939481
0.706826	0.371551
0.0675507	0.227781
//###########################


155
0.0163116
0.151045
0.0229555	0.486207
0.258114	0.134431
0.545963	0.706443
0.102712	0.571833
0.580022	0.850457
0.88195	0.0430751
0.0483328	0.27886
0.996592	0.388573
0.565632	0.431014
0.523649	0.765824
0.596469	0.00884874
0.119578	0.0538259
0.0962349	0.766585
0.65503	0.352809
0.401087	0.271277
0.295254	0.478892
0.872622	0.800974
0.14651	0.482463
0.218254	0.64323
0.693375	0.239709
0.00545438	0.824615
0.985533	0.284102
0.467988	0.580281
0.0395396	0.570198
0.619601	0.25104
0.00336957	0.115188
0.282269	0.385622
0.820192	0.675711
0.394829	0.198397
0.693549	0.645167
0.688705	0.996987
0.922737	0.63846
0.809834	0.588504
0.61523	0.66014
0.935314	0.292795
0.715734	0.11663
0.25054	0.0181769
0.00761406	0.998842
0.833094	0.300779
0.519913	0.0974517
0.30038	0.814824
0.210655	0.0464591
0.330863	0.0431741
0.430622	0.917242
0.128337	0.275833
0.869216	0.941851
0.114484	0.977379
0.721714	0.854481
0.321489	0.618005
0.929179	0.904084
0.873125	0.716829
0.968629	0.58075
0.329832	0.532251
0.760888	0.380144
0.500744	0.990539
0.926772	0.833131
0.421983	0.0604527
0.139012	0.717021
0.0762691	0.378583
0.754461	0.690718
0.0576716	0.873472
0.637239	0.419435
0.749702	0.773652
0.947537	0.170161
0.199999	0.879856
0.587425	0.198676
0.483876	0.142226
0.476537	0.274804
0.900006	0.505046
0.764718	0.493744
0.498481	0.371245
0.0891954	0.130104
0.354912	0.328873
0.151773	0.830517
0.399585	0.517857
0.954958	0.729676
0.653147	0.72577
0.906498	0.395697
0.589382	0.919505
0.835401	0.484485
0.614012	0.578654
0.198375	0.118138
0.741861	0.592349
0.14284	0.356358
0.134438	0.637207
0.754495	0.0687687
0.207051	0.443731
0.402749	0.790761
0.419698	0.657416
0.482685	0.198442
0.382832	0.615754
0.363522	0.428718
0.356903	0.721049
0.5926	0.321264
0.858338	0.156756
0.249876	0.952715
0.753877	0.924483
0.489179	0.838081
0.937709	0.0970093
0.60988	0.491654
0.792312	0.170146
0.292506	0.760378
0.542414	0.570685
0.208679	0.768297
0.505449	0.478257
0.0846446	0.455906
0.828258	0.879285
0.417262	0.367753
0.44878	0.467095
0.793917	0.988442
0.710396	0.448683
0.622625	0.793394
0.029415	0.768324
0.328877	0.920623
0.315716	0.185245
0.497676	0.921306
0.386126	0.863478
0.522557	0.635075
0.606105	0.122846
0.72688	0.315198
0.0586914	0.0355668
0.989696	0.666978
0.941675	0.00671682
0.271323	0.885162
0.217956	0.187657
0.678925	0.535656
0.695709	0.927562
0.802463	0.79124
0.524654	0.0374222
0.388806	0.994619
0.768206	0.244558
0.36818	0.134369
0.819675	0.417256
0.0119055	0.927303
0.461932	0.732758
0.826083	0.068271
0.189577	0.244684
0.265712	0.677527
0.653992	0.0481613
0.890852	0.230981
0.143528	0.931063
0.0126869	0.223731
0.237933	0.565116
0.961481	0.468088
0.109121	0.192442
0.174604	0.544695
0.527335	0.306724
0.232626	0.301398
0.302674	0.274005
0.663027	0.824755
0.693029	0.170992
0.874863	0.587757
0.219455	0.379942
0.0618983	0.708679
0.877322	0.335248
//###########################


